Region,Country,City/Town,Year,"Annual mean, ug/m3"
Europe (HIC),Switzerland,Rapperswil,2013,(14)-converted value
Europe (HIC),Switzerland,Rapperswil,2015,(11)-converted value
Europe (HIC),Switzerland,Reiden,2010,(16)-converted value
Europe (HIC),Switzerland,Reiden,2011,(17)-converted value
Europe (HIC),Switzerland,Reiden,2012,(14)-converted value
Europe (HIC),Switzerland,Reiden,2013,(15)-converted value
Europe (HIC),Switzerland,Reiden,2014,(12)-converted value
Europe (HIC),Switzerland,Reiden,2015,(13)-converted value
Europe (HIC),Switzerland,Reiden,2016,(11)-converted value
Europe (HIC),Switzerland,Rigi,2010,6
Europe (HIC),Switzerland,Rigi,2011,7
Europe (HIC),Switzerland,Rigi,2012,5
Europe (HIC),Switzerland,Rigi,2013,6
Europe (HIC),Switzerland,Rigi,2014,4
Europe (HIC),Switzerland,Rigi,2015,6
Europe (HIC),Switzerland,Rigi,2016,5
Europe (HIC),Switzerland,Rothenbrunnen,2010,(11)-converted value
Europe (HIC),Switzerland,Rothenbrunnen,2011,(10)-converted value
Europe (HIC),Switzerland,Rothenbrunnen,2012,(10)-converted value
Europe (HIC),Switzerland,Rothenbrunnen,2013,(10)-converted value
Europe (HIC),Switzerland,Rothenbrunnen,2014,(7)-converted value
Europe (HIC),Switzerland,Rothenbrunnen,2016,(8)-converted value
Europe (HIC),Switzerland,Roveredo,2013,(14)-converted value
Europe (HIC),Switzerland,Roveredo,2014,(12)-converted value
Europe (HIC),Switzerland,Roveredo,2015,(14)-converted value
Europe (HIC),Switzerland,Saxon,2010,(15)-converted value
Europe (HIC),Switzerland,Saxon,2011,(17)-converted value
Europe (HIC),Switzerland,Saxon,2012,(12)-converted value
Europe (HIC),Switzerland,Saxon,2013,(12)-converted value
Europe (HIC),Switzerland,Saxon,2014,(11)-converted value
Europe (HIC),Switzerland,Saxon,2015,(12)-converted value
Europe (HIC),Switzerland,Saxon,2016,(10)-converted value
Europe (HIC),Switzerland,Schlieren,2015,(12)-converted value
Europe (HIC),Switzerland,Schonenbuch,2010,(12)-converted value
Europe (HIC),Switzerland,Schonenbuch,2011,(13)-converted value
Europe (HIC),Switzerland,Schonenbuch,2012,(12)-converted value
Europe (HIC),Switzerland,Schonenbuch,2013,(12)-converted value
Europe (HIC),Switzerland,Schonenbuch,2014,(10)-converted value
Europe (HIC),Switzerland,Schonenbuch,2015,(11)-converted value
Europe (HIC),Switzerland,Schwyz,2010,(15)-converted value
Europe (HIC),Switzerland,Schwyz,2011,(15)-converted value
Europe (HIC),Switzerland,Schwyz,2012,(13)-converted value
Europe (HIC),Switzerland,Schwyz,2013,(14)-converted value
Europe (HIC),Switzerland,Schwyz,2014,(11)-converted value
Europe (HIC),Switzerland,Schwyz,2015,(12)-converted value
Europe (HIC),Switzerland,Schwyz,2016,(11)-converted value
Europe (HIC),Switzerland,Sion,2010,(14)-converted value
Europe (HIC),Switzerland,Sion,2011,(15)-converted value
Europe (HIC),Switzerland,Sion,2012,(14)-converted value
Europe (HIC),Switzerland,Sion,2013,(15)-converted value
Europe (HIC),Switzerland,Sion,2014,(12)-converted value
Europe (HIC),Switzerland,Sion,2015,(14)-converted value
Europe (HIC),Switzerland,Sion,2016,(12)-converted value
Europe (HIC),Switzerland,Sissach,2010,(16)-converted value
Europe (HIC),Switzerland,Sissach,2011,(16)-converted value
Europe (HIC),Switzerland,Sissach,2012,(15)-converted value
Europe (HIC),Switzerland,Sissach,2013,(15)-converted value
Europe (HIC),Switzerland,Sissach,2014,(12)-converted value
Europe (HIC),Switzerland,Sissach,2015,(14)-converted value
Europe (HIC),Switzerland,Sissach,2016,(12)-converted value
Europe (HIC),Switzerland,Sisseln,2010,(16)-converted value
Europe (HIC),Switzerland,Sisseln,2011,(17)-converted value
Europe (HIC),Switzerland,Sisseln,2012,(14)-converted value
Europe (HIC),Switzerland,Sisseln,2013,(15)-converted value
Europe (HIC),Switzerland,Sisseln,2014,(12)-converted value
Europe (HIC),Switzerland,Sisseln,2015,(13)-converted value
Europe (HIC),Switzerland,Sisseln,2016,(12)-converted value
Europe (HIC),Switzerland,Solothurn,2010,(16)-converted value
Europe (HIC),Switzerland,Solothurn,2011,(15)-converted value
Europe (HIC),Switzerland,Solothurn,2012,(12)-converted value
Europe (HIC),Switzerland,Solothurn,2013,(13)-converted value
Europe (HIC),Switzerland,Solothurn,2014,(11)-converted value
Europe (HIC),Switzerland,Solothurn,2015,(12)-converted value
Europe (HIC),Switzerland,Solothurn,2016,10
Europe (HIC),Switzerland,St. Gallen,2013,(12)-converted value
Europe (HIC),Switzerland,St. Gallen,2015,(7)-converted value
Europe (HIC),Switzerland,Stans,2010,(19)-converted value
Europe (HIC),Switzerland,Suhr,2010,(16)-converted value
Europe (HIC),Switzerland,Suhr,2011,(17)-converted value
Europe (HIC),Switzerland,Suhr,2012,(15)-converted value
Europe (HIC),Switzerland,Suhr,2013,(16)-converted value
Europe (HIC),Switzerland,Suhr,2014,(13)-converted value
Europe (HIC),Switzerland,Suhr,2015,(14)-converted value
Europe (HIC),Switzerland,Suhr,2016,(11)-converted value
Europe (HIC),Switzerland,Tanikon,2010,(12)-converted value
Europe (HIC),Switzerland,Tanikon,2011,(11)-converted value
Europe (HIC),Switzerland,Tanikon,2012,(10)-converted value
Europe (HIC),Switzerland,Tanikon,2013,(11)-converted value
Europe (HIC),Switzerland,Tanikon,2014,(8)-converted value
Europe (HIC),Switzerland,Tanikon,2015,(10)-converted value
Europe (HIC),Switzerland,Tanikon,2016,(8)-converted value
Europe (HIC),Switzerland,Thonex,2010,(14)-converted value
Europe (HIC),Switzerland,Thonex,2011,(17)-converted value
Europe (HIC),Switzerland,Thonex,2012,(15)-converted value
Europe (HIC),Switzerland,Thonex,2013,(15)-converted value
Europe (HIC),Switzerland,Thonex,2014,(12)-converted value
Europe (HIC),Switzerland,Thonex,2015,(14)-converted value
Europe (HIC),Switzerland,Thonex,2016,(12)-converted value
Europe (HIC),Switzerland,Thun,2010,(12)-converted value
Europe (HIC),Switzerland,Thun,2011,(13)-converted value
Europe (HIC),Switzerland,Thun,2012,(11)-converted value
Europe (HIC),Switzerland,Thun,2013,(13)-converted value
Europe (HIC),Switzerland,Thun,2014,(12)-converted value
Europe (HIC),Switzerland,Thun,2015,(11)-converted value
Europe (HIC),Switzerland,Thun,2016,(10)-converted value
Europe (HIC),Switzerland,Tuggen Mehrzweckhalle,2010,(14)-converted value
Europe (HIC),Switzerland,Tuggen Mehrzweckhalle,2012,(11)-converted value
Europe (HIC),Switzerland,Wald,2010,(10)-converted value
Europe (HIC),Switzerland,Wald,2011,(9)-converted value
Europe (HIC),Switzerland,Wald,2012,(8)-converted value
Europe (HIC),Switzerland,Wald,2013,(9)-converted value
Europe (HIC),Switzerland,Wald,2015,(7)-converted value
Europe (HIC),Switzerland,Wald,2016,(6)-converted value
Europe (HIC),Switzerland,Weinfelden,2014,(11)-converted value
Europe (HIC),Switzerland,Weinfelden,2016,(11)-converted value
Europe (HIC),Switzerland,Winterthur,2010,(15)-converted value
Europe (HIC),Switzerland,Winterthur,2011,(14)-converted value
Europe (HIC),Switzerland,Winterthur,2012,(13)-converted value
Europe (HIC),Switzerland,Winterthur,2013,(14)-converted value
Europe (HIC),Switzerland,Winterthur,2014,(11)-converted value
Europe (HIC),Switzerland,Winterthur,2016,(10)-converted value
Europe (HIC),Switzerland,Yverdon,2010,(16)-converted value
Europe (HIC),Switzerland,Yverdon,2011,(17)-converted value
Europe (HIC),Switzerland,Yverdon,2012,(13)-converted value
Europe (HIC),Switzerland,Yverdon,2013,(14)-converted value
Europe (HIC),Switzerland,Yverdon,2014,(12)-converted value
Europe (HIC),Switzerland,Yverdon,2015,(12)-converted value
Europe (HIC),Switzerland,Yverdon,2016,(11)-converted value
Europe (HIC),Switzerland,Zug,2010,(17)-converted value
Europe (HIC),Switzerland,Zug,2011,(17)-converted value
Europe (HIC),Switzerland,Zug,2012,(14)-converted value
Europe (HIC),Switzerland,Zug,2013,(15)-converted value
Europe (HIC),Switzerland,Zug,2014,(13)-converted value
Europe (HIC),Switzerland,Zug,2015,(15)-converted value
Europe (HIC),Switzerland,Zug,2016,(11)-converted value
Europe (HIC),Switzerland,Zurich,2010,15
Europe (HIC),Switzerland,Zurich,2011,15
Europe (HIC),Switzerland,Zurich,2012,14
Europe (HIC),Switzerland,Zurich,2013,15
Europe (HIC),Switzerland,Zurich,2014,10
Europe (HIC),Switzerland,Zurich,2015,12
Europe (HIC),Switzerland,Zurich,2016,10
Americas (HIC),Chile,Andacollo,2013,(32)-converted value
Americas (HIC),Chile,Andacollo,2014,(33)-converted value
Americas (HIC),Chile,Andacollo,2015,(26)-converted value
Americas (HIC),Chile,Andacollo,2016,(18)-converted value
Americas (HIC),Chile,Antofagasta,2014,12
Americas (HIC),Chile,Antofagasta,2015,12
Americas (HIC),Chile,Antofagasta,2016,9
Americas (HIC),Chile,Arica,2014,15
Americas (HIC),Chile,Arica,2015,13
Americas (HIC),Chile,Arica,2016,11
Americas (HIC),Chile,Cerrillos,2010,29
Americas (HIC),Chile,Cerrillos,2011,32
Americas (HIC),Chile,Cerrillos,2012,25
Americas (HIC),Chile,Cerrillos,2013,26
Americas (HIC),Chile,Cerrillos,2014,31
Americas (HIC),Chile,Cerrillos,2015,34
Americas (HIC),Chile,Cerrillos,2016,31
Americas (HIC),Chile,Cerro Navia,2010,29
Americas (HIC),Chile,Cerro Navia,2011,30
Americas (HIC),Chile,Cerro Navia,2012,29
Americas (HIC),Chile,Cerro Navia,2013,27
Americas (HIC),Chile,Cerro Navia,2014,33
Americas (HIC),Chile,Cerro Navia,2015,34
Americas (HIC),Chile,Cerro Navia,2016,33
Americas (HIC),Chile,Chiguayante,2014,18
Americas (HIC),Chile,Chiguayante,2015,13
Americas (HIC),Chile,Chiguayante,2016,11
Americas (HIC),Chile,Chillan,2014,27
Americas (HIC),Chile,Chillan,2015,30
Americas (HIC),Chile,Chillan,2016,26
Americas (HIC),Chile,Comuna De Coyhaique,2010,(39)-converted value
Americas (HIC),Chile,Comuna De Coyhaique,2011,(47)-converted value
Americas (HIC),Chile,Comuna De Coyhaique,2013,(38)-converted value
Americas (HIC),Chile,Comuna De Coyhaique,2014,62
Americas (HIC),Chile,Comuna De Coyhaique,2015,50
Americas (HIC),Chile,Comuna De Coyhaique,2016,67
Americas (HIC),Chile,Concepcion,2014,(16)-converted value
Americas (HIC),Chile,Concepcion,2015,21
Americas (HIC),Chile,Concepcion,2016,26
Americas (HIC),Chile,Copiapo,2014,19
Americas (HIC),Chile,Copiapo,2015,19
Americas (HIC),Chile,Copiapo,2016,14
Americas (HIC),Chile,Coquimbo,2014,14
Americas (HIC),Chile,Coquimbo,2015,13
Americas (HIC),Chile,Coquimbo,2016,15
Americas (HIC),Chile,Coronel,2014,(16)-converted value
Americas (HIC),Chile,Coronel,2015,13
Americas (HIC),Chile,Coronel,2016,18
Americas (HIC),Chile,Coyhaique,2014,64
Americas (HIC),Chile,Curanilahue,2015,(27)-converted value
Americas (HIC),Chile,Curico,2013,33
Americas (HIC),Chile,Curico,2014,27
Americas (HIC),Chile,Curico,2015,25
Americas (HIC),Chile,Curico,2016,28
Americas (HIC),Chile,El Bosque,2010,28
Americas (HIC),Chile,El Bosque,2011,29
Americas (HIC),Chile,El Bosque,2012,28
Americas (HIC),Chile,El Bosque,2013,29
Americas (HIC),Chile,El Bosque,2014,33
Americas (HIC),Chile,El Bosque,2015,35
Americas (HIC),Chile,El Bosque,2016,35
Americas (HIC),Chile,Huasco,2015,11
Americas (HIC),Chile,Huasco,2016,9
Americas (HIC),Chile,Independencia,2010,25
Americas (HIC),Chile,Independencia,2011,25
Americas (HIC),Chile,Independencia,2012,23
Americas (HIC),Chile,Independencia,2013,25
Americas (HIC),Chile,Independencia,2014,29
Americas (HIC),Chile,Independencia,2015,31
Americas (HIC),Chile,Independencia,2016,29
Americas (HIC),Chile,La Florida,2010,26
Americas (HIC),Chile,La Florida,2011,27
Americas (HIC),Chile,La Florida,2012,25
Americas (HIC),Chile,La Florida,2013,26
Americas (HIC),Chile,La Florida,2014,29
Americas (HIC),Chile,La Florida,2015,31
Americas (HIC),Chile,La Florida,2016,29
Americas (HIC),Chile,Las Condes,2010,21
Americas (HIC),Chile,Las Condes,2011,21
Americas (HIC),Chile,Las Condes,2012,20
Americas (HIC),Chile,Las Condes,2013,22
Americas (HIC),Chile,Las Condes,2014,23
Americas (HIC),Chile,Las Condes,2015,25
Americas (HIC),Chile,Las Condes,2016,26
Americas (HIC),Chile,Linares,2015,45
Americas (HIC),Chile,Linares,2016,32
Americas (HIC),Chile,Los Angeles,2013,24
Americas (HIC),Chile,Los Angeles,2014,27
Americas (HIC),Chile,Los Angeles,2015,30
Americas (HIC),Chile,Los Angeles,2016,33
Americas (HIC),Chile,Maule,2013,29
Americas (HIC),Chile,Maule,2014,22
Americas (HIC),Chile,Maule,2015,23
Americas (HIC),Chile,Maule,2016,20
Americas (HIC),Chile,Osorno,2013,47
Americas (HIC),Chile,Osorno,2014,35
Americas (HIC),Chile,Osorno,2015,35
Americas (HIC),Chile,Osorno,2016,44
Americas (HIC),Chile,Padre Las Casas,2013,45
Americas (HIC),Chile,Padre Las Casas,2014,35
Americas (HIC),Chile,Padre Las Casas,2015,43
Americas (HIC),Chile,Padre Las Casas,2016,49
Americas (HIC),Chile,Pudahuel,2010,28
Americas (HIC),Chile,Pudahuel,2011,28
Americas (HIC),Chile,Pudahuel,2012,26
Americas (HIC),Chile,Pudahuel,2013,24
Americas (HIC),Chile,Pudahuel,2014,30
Americas (HIC),Chile,Pudahuel,2015,34
Americas (HIC),Chile,Pudahuel,2016,32
Americas (HIC),Chile,Puente Alto,2010,24
Americas (HIC),Chile,Puente Alto,2011,23
Americas (HIC),Chile,Puente Alto,2012,28
Americas (HIC),Chile,Puente Alto,2013,35
Americas (HIC),Chile,Puente Alto,2014,27
Americas (HIC),Chile,Puente Alto,2015,29
Americas (HIC),Chile,Puente Alto,2016,26
Americas (HIC),Chile,Puerto Montt,2016,27
Americas (HIC),Chile,Punta Arenas,2014,5
Americas (HIC),Chile,Punta Arenas,2015,5
Americas (HIC),Chile,Punta Arenas,2016,5
Americas (HIC),Chile,Quilicura,2010,27
Americas (HIC),Chile,Quilicura,2011,26
Americas (HIC),Chile,Quilicura,2012,24
Americas (HIC),Chile,Quilicura,2013,25
Americas (HIC),Chile,Quilicura,2014,29
Americas (HIC),Chile,Quilicura,2015,30
Americas (HIC),Chile,Quilpue,2014,18
Americas (HIC),Chile,Quilpue,2015,17
Americas (HIC),Chile,Quilpue,2016,22
Americas (HIC),Chile,Rancagua,2013,38
Americas (HIC),Chile,Rancagua,2014,30
Americas (HIC),Chile,Rancagua,2015,29
Americas (HIC),Chile,Rancagua,2016,28
Americas (HIC),Chile,Rengo,2013,(28)-converted value
Americas (HIC),Chile,Rengo,2014,(24)-converted value
Americas (HIC),Chile,Rengo,2015,(21)-converted value
Americas (HIC),Chile,Rengo,2016,(17)-converted value
Americas (HIC),Chile,Salamanca,2013,(5)-converted value
Americas (HIC),Chile,Salamanca,2014,(5)-converted value
Americas (HIC),Chile,Salamanca,2015,(11)-converted value
Americas (HIC),Chile,Salamanca,2016,(9)-converted value
Americas (HIC),Chile,San Fernando,2013,(23)-converted value
Americas (HIC),Chile,San Fernando,2014,(21)-converted value
Americas (HIC),Chile,San Fernando,2015,(23)-converted value
Americas (HIC),Chile,San Fernando,2016,(22)-converted value
Americas (HIC),Chile,Santiago,2010,26
Americas (HIC),Chile,Santiago,2011,27
Americas (HIC),Chile,Santiago,2012,26
Americas (HIC),Chile,Santiago,2013,28
Americas (HIC),Chile,Santiago,2014,24
Americas (HIC),Chile,Santiago,2015,32
Americas (HIC),Chile,Santiago,2016,29
Americas (HIC),Chile,Talagante,2010,20
Americas (HIC),Chile,Talagante,2011,22
Americas (HIC),Chile,Talagante,2012,21
Americas (HIC),Chile,Talagante,2013,21
Americas (HIC),Chile,Talagante,2014,(20)-converted value
Americas (HIC),Chile,Talagante,2015,27
Americas (HIC),Chile,Talagante,2016,25
Americas (HIC),Chile,Talca,2014,25
Americas (HIC),Chile,Talca,2015,25
Americas (HIC),Chile,Talca,2016,24
Americas (HIC),Chile,Talcahuano,2015,25
Americas (HIC),Chile,Talcahuano,2016,(27)-converted value
Americas (HIC),Chile,Temuco,2013,41
Americas (HIC),Chile,Temuco,2014,31
Americas (HIC),Chile,Temuco,2015,29
Americas (HIC),Chile,Temuco,2016,35
Americas (HIC),Chile,Tome,2015,16
Americas (HIC),Chile,Tome,2016,16
Americas (HIC),Chile,Valdivia,2013,32
Americas (HIC),Chile,Valdivia,2014,29
Americas (HIC),Chile,Valdivia,2015,38
Americas (HIC),Chile,Valdivia,2016,41
Americas (HIC),Chile,Valpara<U+00ed>So,2014,16
Americas (HIC),Chile,Valpara<U+00ed>So,2015,17
Americas (HIC),Chile,Valpara<U+00ed>So,2016,15
Americas (HIC),Chile,Valparaiso,2014,16
Americas (HIC),Chile,Vina Del Mar,2014,13
Americas (HIC),Chile,Vina Del Mar,2015,17
Americas (HIC),Chile,Vina Del Mar,2016,20
Western Pacific (LMIC),China,Anqing,2016,54
Western Pacific (LMIC),China,Anshan,2015,72
Western Pacific (LMIC),China,Anshun,2016,27
Western Pacific (LMIC),China,Anyang,2016,86
Western Pacific (LMIC),China,Baicheng,2016,48
Western Pacific (LMIC),China,Baishan,2016,50
Western Pacific (LMIC),China,Baiyin,2016,39
Western Pacific (LMIC),China,Baoding,2013,135
Western Pacific (LMIC),China,Baoding,2014,129
Western Pacific (LMIC),China,Baoding,2015,107
Western Pacific (LMIC),China,Baoding,2016,93
Western Pacific (LMIC),China,Baoji,2015,57
Western Pacific (LMIC),China,Baoji,2016,59
Western Pacific (LMIC),China,Baotou,2016,47
Western Pacific (LMIC),China,Beihai,2015,(22)-converted value
Western Pacific (LMIC),China,Beijing,2013,90
Western Pacific (LMIC),China,Beijing,2014,86
Western Pacific (LMIC),China,Beijing,2015,81
Western Pacific (LMIC),China,Beijing,2016,73
Western Pacific (LMIC),China,Benxi,2015,56
Western Pacific (LMIC),China,Benxi,2016,45
Western Pacific (LMIC),China,Bijie,2016,30
Western Pacific (LMIC),China,Binzhou,2015,77
Western Pacific (LMIC),China,Binzhou,2016,70
Western Pacific (LMIC),China,Bozhou,2016,58
Western Pacific (LMIC),China,Cangzhou,2013,102
Western Pacific (LMIC),China,Cangzhou,2014,88
Western Pacific (LMIC),China,Cangzhou,2015,70
Western Pacific (LMIC),China,Cangzhou,2016,69
Western Pacific (LMIC),China,Changchun,2013,73
Western Pacific (LMIC),China,Changchun,2014,68
Western Pacific (LMIC),China,Changchun,2015,66
Western Pacific (LMIC),China,Changchun,2016,46
Western Pacific (LMIC),China,Changde,2015,52
Western Pacific (LMIC),China,Changde,2016,56
Western Pacific (LMIC),China,Changhua,2014,32
Western Pacific (LMIC),China,Changsha,2014,74
Western Pacific (LMIC),China,Changsha,2015,61
Western Pacific (LMIC),China,Changsha,2016,53
Western Pacific (LMIC),China,Changshu,2014,49
Western Pacific (LMIC),China,Changzhi,2014,67
Western Pacific (LMIC),China,Changzhou,2013,72
Western Pacific (LMIC),China,Changzhou,2014,67
Western Pacific (LMIC),China,Changzhou,2015,59
Western Pacific (LMIC),China,Changzhou,2016,49
Western Pacific (LMIC),China,Chaozhou,2015,38
Western Pacific (LMIC),China,Chaozhou,2016,33
Western Pacific (LMIC),China,Chengde,2013,50
Western Pacific (LMIC),China,Chengde,2014,52
Western Pacific (LMIC),China,Chengde,2015,43
Western Pacific (LMIC),China,Chengde,2016,40
Western Pacific (LMIC),China,Chengdu,2013,97
Western Pacific (LMIC),China,Chengdu,2014,77
Western Pacific (LMIC),China,Chengdu,2015,64
Western Pacific (LMIC),China,Chengdu,2016,63
Western Pacific (LMIC),China,Chenzhou,2016,41
Western Pacific (LMIC),China,Chiayi,2014,31
Western Pacific (LMIC),China,Chifeng,2015,41
Western Pacific (LMIC),China,Chifeng,2016,37
Western Pacific (LMIC),China,Chizhou,2016,(31)-converted value
Western Pacific (LMIC),China,Chongqing,2013,70
Western Pacific (LMIC),China,Chongqing,2014,65
Western Pacific (LMIC),China,Chongqing,2015,57
Western Pacific (LMIC),China,Chongqing,2016,54
Western Pacific (LMIC),China,Chuxiong,2016,22
Western Pacific (LMIC),China,Chuzhou,2016,59
Western Pacific (LMIC),China,Dalian,2013,33
Western Pacific (LMIC),China,Dalian,2014,53
Western Pacific (LMIC),China,Dalian,2015,48
Western Pacific (LMIC),China,Dalian,2016,39
Western Pacific (LMIC),China,Dandong,2015,46
Western Pacific (LMIC),China,Dandong,2016,42
